sort_frequency_habit,sort_frequency_nohabit
0,0.010050251
0.020100503,0.502512563
0.005025126,0.185929648
0,0.35678392
0.959798995,0.497487437
0.773869347,0.351758794
0.859296482,0.346733668
0.015075377,0.698492462
0,0.316582915
0.005025126,0.291457286
0.055276382,0.91959799
0.949748744,0.522613065
0.070351759,0.56281407
0.020100503,0.125628141
0.055276382,0.83919598
0.025125628,0.763819095
0.020100503,0.768844221
0.010050251,0.110552764
0.994974874,0.326633166
0.899497487,0.190954774
0.055276382,0.547738693
0.010050251,0.72361809
0.984924623,0.552763819
0.035175879,0.291457286
0,0.743718593
0.085427136,0.658291457
0,0.412060302
0.979899497,0.763819095
0.020100503,0.703517588
0.788944724,0.211055276
0.060301508,0.180904523
0.969849246,0
0.884422111,0.271356784
0.864321608,0.849246231
0.020100503,0.683417085
0.939698492,0.361809045
0.005025126,0.67839196
0.005025126,0.733668342
0.969849246,0.261306533
0.964824121,0.195979899
0.020100503,0.105527638
0.467336683,0.301507538
1,0.180904523
0.060301508,0.150753769
1,0.849246231
0.030150754,0.246231156
0.939698492,0.497487437
0,0.869346734
0,0.281407035
0.040201005,0.040201005
0.015075377,0.391959799
0.165829146,0.075376884
0,0.552763819
0.005025126,0.613065327
0.025125628,0.16080402
1,0.567839196
0,0.457286432
0.045226131,0.577889447
0.025125628,0.59798995
0.025125628,0.638190955
0,0.261306533
0.010050251,0.763819095
0.869346734,0.381909548
0.025125628,0.326633166
0.984924623,0.391959799
0.819095477,0.165829146
0.788944724,0.412060302
0.025125628,0.216080402
0,0.346733668
0.030150754,0.35678392
0.005025126,0.552763819
0.030150754,0.447236181
0.914572864,0.27638191
0.989949749,0.648241206
0.783919598,0.51758794
0.020100503,0.452261307
0.015075377,0.48241206
0.060301508,0.457286432
0,0.341708543
0.010050251,0.396984925
0.005025126,0.728643216
0.020100503,0.251256281
0.010050251,0.457286432
0.015075377,0.51758794
0.025125628,0.16080402
0.211055276,0.195979899
0,0.326633166
0.025125628,0.738693467
0.899497487,0.201005025
0.010050251,0.371859296
0.974874372,0.306532663
0.015075377,0.24120603
0.753768844,0.346733668
0.010050251,0.698492462
1,0.452261307
0.989949749,0.386934673
0.989949749,0.170854271
0,0.477386935
0.934673367,0.24120603
0.005025126,0.954773869
1,0.412060302
0,0.487437186
1,0.532663317
0.005025126,0.472361809
1,0.824120603
0.005025126,0.361809045
0.804020101,0.447236181
0.030150754,0.492462312
0.824120603,0.547738693
0.974874372,0.331658291
0.984924623,0.613065327
0.778894472,0.427135678
0.979899497,0.577889447
0.025125628,0.572864322
1,0.190954774
0.969849246,0.738693467
0.005025126,0.432160804
0.020100503,0.582914573
0.010050251,0.351758794
0.944723618,0.522613065
0.879396985,0.713567839
0.040201005,0.281407035
0.979899497,0.231155779
0,0.236180905
1,0.793969849
0.959798995,0.623115578
0.864321608,0.246231156
0.733668342,0.532663317
0.899497487,0.472361809
0.929648241,0.020100503
0.944723618,0.532663317
0.989949749,0.316582915
0.949748744,0.477386935
0.020100503,0.150753769
0.944723618,0.743718593
0.010050251,0.221105528
0.899497487,0.557788945
0,0.547738693
0.050251256,0.552763819
0.055276382,0.226130653
0.025125628,0.316582915
0.035175879,0.386934673
0,0.577889447
0.015075377,0.381909548
0.944723618,0.56281407
0.974874372,0.542713568
0.005025126,0.728643216
1,0.984924623
0.035175879,0.522613065
0.924623116,0.633165829
0.035175879,0.502512563
1,0.899497487
0.949748744,0.64321608
1,0.442211055
0.613065327,0.050251256
0.296482412,0.24120603
0.010050251,0.236180905
1,0.64321608
0.914572864,0.251256281
0.959798995,0.804020101
0.010050251,0.020100503
1,0.577889447
0.035175879,0.587939698
1,0.316582915
0.010050251,0.467336683
0.964824121,0.341708543
0.618090452,0.100502513
0.994974874,0.281407035
0.778894472,0.236180905
0.824120603,0.266331658
1,0.527638191
0.964824121,0.522613065
0.944723618,0.552763819
0.969849246,0.638190955
0.964824121,0.381909548
0.834170854,0.43718593
0.984924623,0.291457286
0,0.577889447
0.954773869,0.814070352
0.005025126,0.246231156
0.859296482,0.557788945
0.984924623,0.547738693
1,0.251256281
0.894472362,0.668341709
0.819095477,0.417085427
0.060301508,0.08040201
0,0.266331658
0.035175879,0.381909548
0.020100503,0.557788945
0.005025126,0.452261307
0.914572864,0.211055276
1,0.783919598
0.035175879,0.492462312
1,0.467336683
0.909547739,0.804020101
0.005025126,0.371859296
0.010050251,0.150753769
0.969849246,0.502512563
0.035175879,0.165829146
0.010050251,0.150753769
0.949748744,0.507537688
0,0.512562814
0.994974874,0.703517588
0.015075377,0.427135678
1,0.633165829
0.020100503,0.67839196
0.939698492,0.432160804
1,0.361809045
1,0.180904523
0.889447236,0.236180905
0.969849246,0.216080402
0.954773869,0.407035176
0.015075377,0.552763819
1,0.572864322
0.010050251,0.834170854
0.010050251,0.296482412
0.994974874,0.48241206
1,0.35678392
0.030150754,0.090452261
0.979899497,0.492462312
0,0.783919598
0.984924623,0.854271357
0.567839196,0.236180905
0.040201005,0.125628141
0.020100503,0.045226131
0.010050251,0.447236181
0.949748744,0.376884422
0.015075377,0.537688442
1,0.497487437
0.035175879,0.618090452
0,0.391959799
0.728643216,0.618090452
0.989949749,0.603015075
0.015075377,0.422110553
0.788944724,0.638190955
0.72361809,0.442211055
0.874371859,0.512562814
0.030150754,0.532663317
0.974874372,0.48241206
1,0.32160804
0.949748744,0.095477387
0.869346734,0.040201005
0.396984925,0.623115578
0.959798995,0.59798995
0,0.075376884
1,0.648241206
1,0.542713568
0.959798995,0.783919598
0.055276382,0.748743719
0.693467337,0.447236181
0.035175879,0.386934673
0.884422111,0.708542714
